5.	-5.19514e-6
5.1	-4.81737e-6
5.2	-4.4743e-6
5.3	-4.16274e-6
5.4	-3.87976e-6
5.5	-3.62263e-6
5.6	-3.38879e-6
5.7	-3.1759e-6
5.8	-2.98176e-6
5.9	-2.80433e-6
6.	-2.64169e-6
6.1	-2.48111e-6
6.2	-2.33287e-6
6.3	-2.196e-6
6.4	-2.0696e-6
6.5	-1.95281e-6
6.6	-1.84483e-6
6.7	-1.74491e-6
6.8	-1.65233e-6
6.9	-1.56643e-6
7.	-1.48658e-6
7.1	-1.40915e-6
7.2	-1.33688e-6
7.3	-1.2694e-6
7.4	-1.20638e-6
7.5	-1.14748e-6
7.6	-1.0924e-6
7.7	-1.04084e-6
7.8	-9.92537e-7
7.9	-9.47217e-7
8.	-9.04633e-7
8.1	-8.63289e-7
8.2	-8.24325e-7
8.3	-7.87594e-7
8.4	-7.52961e-7
8.5	-7.20293e-7
8.6	-6.89465e-7
8.7	-6.60359e-7
8.8	-6.32861e-7
8.9	-6.06861e-7
9.	-5.82256e-7
9.1	-5.58572e-7
9.2	-5.36119e-7
9.3	-5.14828e-7
9.4	-4.94631e-7
9.5	-4.75466e-7
9.6	-4.57271e-7
9.7	-4.39986e-7
9.8	-4.23557e-7
9.9	-4.07929e-7
10.	-3.93049e-7
10.1	-3.54657e-7
10.2	-3.18843e-7
10.3	-2.86946e-7
10.4	-2.6025e-7
10.5	-2.39991e-7
10.6	-2.2736e-7
10.7	-2.23501e-7
10.8	-2.29518e-7
10.9	-2.46472e-7
11.	-2.75388e-7
11.1	-3.86663e-7
11.2	-5.06429e-7
11.3	-6.31616e-7
11.4	-7.5926e-7
11.5	-8.86502e-7
11.6	-1.01058e-6
11.7	-1.12883e-6
11.8	-1.23867e-6
11.9	-1.33761e-6
12.	-1.42325e-6
12.1	-1.42498e-6
12.2	-1.41404e-6
12.3	-1.39221e-6
12.4	-1.3612e-6
12.5	-1.32266e-6
12.6	-1.27819e-6
12.7	-1.22935e-6
12.8	-1.17764e-6
12.9	-1.12451e-6
13.	-1.07138e-6
13.1	-1.04243e-6
13.2	-1.01445e-6
13.3	-9.87415e-7
13.4	-9.61278e-7
13.5	-9.36008e-7
13.6	-9.11572e-7
13.7	-8.87938e-7
13.8	-8.65075e-7
13.9	-8.42953e-7
14.	-8.21541e-7
