5.	-2.2538e-6
5.1	-2.08617e-6
5.2	-1.93412e-6
5.3	-1.79621e-6
5.4	-1.67111e-6
5.5	-1.55759e-6
5.6	-1.45452e-6
5.7	-1.36082e-6
5.8	-1.27552e-6
5.9	-1.19768e-6
6.	-1.12644e-6
6.1	-1.05609e-6
6.2	-9.91233e-7
6.3	-9.31442e-7
6.4	-8.76305e-7
6.5	-8.25437e-7
6.6	-7.78475e-7
6.7	-7.3508e-7
6.8	-6.94932e-7
6.9	-6.57729e-7
7.	-6.23188e-7
7.1	-5.89583e-7
7.2	-5.58244e-7
7.3	-5.29015e-7
7.4	-5.01744e-7
7.5	-4.76289e-7
7.6	-4.52516e-7
7.7	-4.30297e-7
7.8	-4.09511e-7
7.9	-3.90043e-7
8.	-3.71783e-7
8.1	-3.54121e-7
8.2	-3.37507e-7
8.3	-3.21876e-7
8.4	-3.07166e-7
8.5	-2.93318e-7
8.6	-2.80274e-7
8.7	-2.6798e-7
8.8	-2.56385e-7
8.9	-2.4544e-7
9.	-2.35097e-7
9.1	-2.25113e-7
9.2	-2.1566e-7
9.3	-2.06707e-7
9.4	-1.98226e-7
9.5	-1.90188e-7
9.6	-1.82568e-7
9.7	-1.7534e-7
9.8	-1.6848e-7
9.9	-1.61964e-7
10.	-1.55771e-7
10.1	-1.49789e-7
10.2	-1.44095e-7
10.3	-1.38672e-7
10.4	-1.33508e-7
10.5	-1.28588e-7
10.6	-1.239e-7
10.7	-1.1943e-7
10.8	-1.15166e-7
10.9	-1.11096e-7
11.	-1.0721e-7
11.1	-1.03458e-7
11.2	-9.987e-8
11.3	-9.64392e-8
11.4	-9.31576e-8
11.5	-9.00179e-8
11.6	-8.7013e-8
11.7	-8.4136e-8
11.8	-8.13803e-8
11.9	-7.87394e-8
12.	-7.62072e-8
12.1	-7.37551e-8
12.2	-7.14015e-8
12.3	-6.91423e-8
12.4	-6.69731e-8
12.5	-6.48899e-8
12.6	-6.28889e-8
12.7	-6.09663e-8
12.8	-5.91183e-8
12.9	-5.73415e-8
13.	-5.56324e-8
13.1	-5.39778e-8
13.2	-5.2385e-8
13.3	-5.08515e-8
13.4	-4.93748e-8
13.5	-4.79525e-8
13.6	-4.65822e-8
13.7	-4.52616e-8
13.8	-4.39886e-8
13.9	-4.27609e-8
14.	-4.15765e-8
14.1	-4.04267e-8
14.2	-3.93167e-8
14.3	-3.82449e-8
14.4	-3.72099e-8
14.5	-3.62102e-8
14.6	-3.52444e-8
14.7	-3.43112e-8
14.8	-3.34092e-8
14.9	-3.25371e-8
15.	-3.16936e-8
15.1	-3.08738e-8
15.2	-3.00805e-8
15.3	-2.93127e-8
15.4	-2.85696e-8
15.5	-2.78503e-8
15.6	-2.71539e-8
15.7	-2.64795e-8
15.8	-2.58264e-8
15.9	-2.51937e-8
16.	-2.45806e-8
16.1	-2.39846e-8
16.2	-2.34069e-8
16.3	-2.28468e-8
16.4	-2.23037e-8
16.5	-2.1777e-8
16.6	-2.12662e-8
16.7	-2.07706e-8
16.8	-2.02897e-8
16.9	-1.9823e-8
17.	-1.93699e-8
17.1	-1.89286e-8
17.2	-1.85e-8
17.3	-1.80837e-8
17.4	-1.76793e-8
17.5	-1.72864e-8
17.6	-1.69047e-8
17.7	-1.65337e-8
17.8	-1.61731e-8
17.9	-1.58225e-8
18.	-1.54815e-8
18.1	-1.51492e-8
18.2	-1.48258e-8
18.3	-1.45113e-8
18.4	-1.42052e-8
18.5	-1.39073e-8
18.6	-1.36174e-8
18.7	-1.33353e-8
18.8	-1.30605e-8
18.9	-1.2793e-8
19.	-1.25324e-8
19.1	-1.22779e-8
19.2	-1.20298e-8
19.3	-1.17882e-8
19.4	-1.15527e-8
19.5	-1.13232e-8
19.6	-1.10996e-8
19.7	-1.08815e-8
19.8	-1.0669e-8
19.9	-1.04618e-8
20.	-1.02598e-8
20.1	-1.00626e-8
20.2	-9.87033e-9
20.3	-9.68274e-9
20.4	-9.49974e-9
20.5	-9.32118e-9
20.6	-9.14693e-9
20.7	-8.97686e-9
20.8	-8.81084e-9
20.9	-8.64875e-9
21.	-8.49046e-9
21.1	-8.33538e-9
21.2	-8.18389e-9
21.3	-8.03591e-9
21.4	-7.89134e-9
21.5	-7.7501e-9
21.6	-7.6121e-9
21.7	-7.47727e-9
21.8	-7.34552e-9
21.9	-7.21677e-9
22.	-7.09094e-9
22.1	-6.96795e-9
22.2	-6.84774e-9
22.3	-6.73022e-9
22.4	-6.61531e-9
22.5	-6.50296e-9
22.6	-6.39309e-9
22.7	-6.28563e-9
22.8	-6.18051e-9
22.9	-6.07767e-9
23.	-5.97704e-9
23.1	-5.87835e-9
23.2	-5.78176e-9
23.3	-5.68721e-9
23.4	-5.59466e-9
23.5	-5.50406e-9
23.6	-5.41535e-9
23.7	-5.32849e-9
23.8	-5.24344e-9
23.9	-5.16015e-9
24.	-5.07857e-9
24.1	-4.99859e-9
24.2	-4.92024e-9
24.3	-4.84349e-9
24.4	-4.76829e-9
24.5	-4.6946e-9
24.6	-4.62239e-9
24.7	-4.55162e-9
24.8	-4.48226e-9
24.9	-4.41426e-9
25.	-4.3476e-9
25.1	-4.28212e-9
25.2	-4.21792e-9
25.3	-4.15496e-9
25.4	-4.09323e-9
25.5	-4.0327e-9
25.6	-3.97334e-9
25.7	-3.91512e-9
25.8	-3.85804e-9
25.9	-3.80205e-9
26.	-3.74714e-9
26.1	-3.69335e-9
26.2	-3.64058e-9
26.3	-3.58882e-9
26.4	-3.53803e-9
26.5	-3.48819e-9
26.6	-3.43929e-9
26.7	-3.39129e-9
26.8	-3.34416e-9
26.9	-3.2979e-9
27.	-3.25246e-9
27.1	-3.2077e-9
27.2	-3.16373e-9
27.3	-3.12055e-9
27.4	-3.07814e-9
27.5	-3.03648e-9
27.6	-2.99557e-9
27.7	-2.95539e-9
27.8	-2.91592e-9
27.9	-2.87716e-9
28.	-2.83909e-9
28.1	-2.80179e-9
28.2	-2.76514e-9
28.3	-2.72914e-9
28.4	-2.69377e-9
28.5	-2.65901e-9
28.6	-2.62485e-9
28.7	-2.59128e-9
28.8	-2.55826e-9
28.9	-2.5258e-9
29.	-2.49387e-9
29.1	-2.46233e-9
29.2	-2.4313e-9
29.3	-2.40078e-9
29.4	-2.37076e-9
29.5	-2.34123e-9
29.6	-2.31219e-9
29.7	-2.28363e-9
29.8	-2.25555e-9
29.9	-2.22793e-9
30.	-2.20078e-9
30.1	-2.17415e-9
30.2	-2.14797e-9
30.3	-2.12222e-9
30.4	-2.0969e-9
30.5	-2.07199e-9
30.6	-2.04748e-9
30.7	-2.02337e-9
30.8	-1.99964e-9
30.9	-1.97628e-9
31.	-1.95329e-9
31.1	-1.93058e-9
31.2	-1.90822e-9
31.3	-1.8862e-9
31.4	-1.86453e-9
31.5	-1.84319e-9
31.6	-1.82219e-9
31.7	-1.80151e-9
31.8	-1.78115e-9
31.9	-1.76111e-9
32.	-1.74139e-9
32.1	-1.72202e-9
32.2	-1.70295e-9
32.3	-1.68418e-9
32.4	-1.66569e-9
32.5	-1.64749e-9
32.6	-1.62956e-9
32.7	-1.61189e-9
32.8	-1.59449e-9
32.9	-1.57734e-9
33.	-1.56044e-9
33.1	-1.54373e-9
33.2	-1.52725e-9
33.3	-1.51102e-9
33.4	-1.49501e-9
33.5	-1.47923e-9
33.6	-1.46368e-9
33.7	-1.44835e-9
33.8	-1.43324e-9
33.9	-1.41834e-9
34.	-1.40366e-9
34.1	-1.38919e-9
34.2	-1.37494e-9
34.3	-1.36088e-9
34.4	-1.34703e-9
34.5	-1.33337e-9
34.6	-1.31991e-9
34.7	-1.30663e-9
34.8	-1.29355e-9
34.9	-1.28064e-9
35.	-1.26792e-9
35.1	-1.25538e-9
35.2	-1.24301e-9
35.3	-1.23081e-9
35.4	-1.21878e-9
35.5	-1.20691e-9
35.6	-1.1952e-9
35.7	-1.18366e-9
35.8	-1.17227e-9
35.9	-1.16103e-9
36.	-1.14994e-9
36.1	-1.13899e-9
36.2	-1.12818e-9
36.3	-1.11751e-9
36.4	-1.10698e-9
36.5	-1.0966e-9
36.6	-1.08634e-9
36.7	-1.07623e-9
36.8	-1.06624e-9
36.9	-1.05639e-9
37.	-1.04666e-9
37.1	-1.03707e-9
37.2	-1.0276e-9
37.3	-1.01825e-9
37.4	-1.00902e-9
37.5	-9.99912e-10
37.6	-9.9092e-10
37.7	-9.82043e-10
37.8	-9.73279e-10
37.9	-9.64627e-10
38.	-9.56084e-10
38.1	-9.47644e-10
38.2	-9.39311e-10
38.3	-9.31082e-10
38.4	-9.22956e-10
38.5	-9.14931e-10
38.6	-9.07007e-10
38.7	-8.99181e-10
38.8	-8.91452e-10
38.9	-8.83818e-10
39.	-8.76278e-10
39.1	-8.68831e-10
39.2	-8.61476e-10
39.3	-8.5421e-10
39.4	-8.47033e-10
39.5	-8.39942e-10
39.6	-8.32938e-10
39.7	-8.26018e-10
39.8	-8.19181e-10
39.9	-8.12425e-10
40.	-8.0575e-10
40.1	-7.99151e-10
40.2	-7.9263e-10
40.3	-7.86185e-10
40.4	-7.79817e-10
40.5	-7.73524e-10
40.6	-7.67305e-10
40.7	-7.61159e-10
40.8	-7.55085e-10
40.9	-7.49082e-10
41.	-7.43149e-10
41.1	-7.37289e-10
41.2	-7.31496e-10
41.3	-7.25771e-10
41.4	-7.20111e-10
41.5	-7.14516e-10
41.6	-7.08984e-10
41.7	-7.03515e-10
41.8	-6.98106e-10
41.9	-6.92758e-10
42.	-6.87469e-10
42.1	-6.82228e-10
42.2	-6.77045e-10
42.3	-6.71919e-10
42.4	-6.66849e-10
42.5	-6.61835e-10
42.6	-6.56877e-10
42.7	-6.51973e-10
42.8	-6.47124e-10
42.9	-6.42328e-10
43.	-6.37586e-10
43.1	-6.32902e-10
43.2	-6.28271e-10
43.3	-6.23691e-10
43.4	-6.19161e-10
43.5	-6.14681e-10
43.6	-6.1025e-10
43.7	-6.05867e-10
43.8	-6.01532e-10
43.9	-5.97244e-10
44.	-5.93001e-10
44.1	-5.88804e-10
44.2	-5.84652e-10
44.3	-5.80543e-10
44.4	-5.76478e-10
44.5	-5.72455e-10
44.6	-5.68474e-10
44.7	-5.64534e-10
44.8	-5.60634e-10
44.9	-5.56774e-10
45.	-5.52952e-10
45.1	-5.49163e-10
45.2	-5.45412e-10
45.3	-5.41698e-10
45.4	-5.38022e-10
45.5	-5.34384e-10
45.6	-5.30783e-10
45.7	-5.27218e-10
45.8	-5.2369e-10
45.9	-5.20199e-10
46.	-5.16744e-10
46.1	-5.13329e-10
46.2	-5.0995e-10
46.3	-5.06606e-10
46.4	-5.03297e-10
46.5	-5.00021e-10
46.6	-4.96778e-10
46.7	-4.93568e-10
46.8	-4.9039e-10
46.9	-4.87245e-10
47.	-4.8413e-10
47.1	-4.81046e-10
47.2	-4.77993e-10
47.3	-4.74969e-10
47.4	-4.71975e-10
47.5	-4.6901e-10
47.6	-4.66073e-10
47.7	-4.63164e-10
47.8	-4.60282e-10
47.9	-4.57428e-10
48.	-4.546e-10
48.1	-4.51793e-10
48.2	-4.49012e-10
48.3	-4.46257e-10
48.4	-4.43528e-10
48.5	-4.40824e-10
48.6	-4.38146e-10
48.7	-4.35492e-10
48.8	-4.32864e-10
48.9	-4.30261e-10
49.	-4.27682e-10
49.1	-4.25131e-10
49.2	-4.22604e-10
49.3	-4.20101e-10
49.4	-4.17621e-10
49.5	-4.15165e-10
49.6	-4.12731e-10
49.7	-4.10321e-10
49.8	-4.07932e-10
49.9	-4.05565e-10
50.	-4.0322e-10
